Upload or use Webcam,Top predictions,Grad-CAM Overlay,timestamp
.gradio\flagged\Upload or use Webcam\f0c2273278b92c197f6c\img2.jpg,"{""label"": ""apple"", ""confidences"": [{""label"": ""apple"", ""confidence"": 0.19760000705718994}, {""label"": ""glass"", ""confidence"": 0.18479999899864197}, {""label"": ""banana"", ""confidence"": 0.1632000058889389}]}",.gradio\flagged\Grad-CAM Overlay\7fcc9d5992b3d8e378f6\image.webp,2025-09-03 23:56:28.108953
